Marker,P_Value,Is_QTL,Bonferroni_Significant,BH_FDR_Significant,Permutation_Significant
1246,0.37092228386243875,False,False,False,False
1247,0.6252147896506657,False,False,False,False
1248,0.3374800230744732,False,False,False,False
1249,0.46408963769051415,False,False,False,False
1250,0.9809030681270525,False,False,False,False
1251,0.6091986837159487,False,False,False,False
1252,0.6008760604784902,False,False,False,False
1253,0.3937713114004048,False,False,False,False
1254,0.9920420055280549,False,False,False,False
1255,0.26354966267699054,False,False,False,False
1256,0.39096061392830594,False,False,False,False
1257,0.9166950780853498,True,False,False,False
1258,0.12350625733927534,False,False,False,False
1259,0.0010674650227472382,False,False,False,False
1260,0.9094683959294906,False,False,False,False
1261,0.5507588922031937,False,False,False,False
1262,0.8391738662343244,False,False,False,False
1263,0.015190104682004546,False,False,False,False
1264,0.33801483215783223,False,False,False,False
1265,0.9029891534061367,True,False,False,False
1266,0.033428312711904384,False,False,False,False
1267,0.15751763588868595,False,False,False,False
1268,0.12183250462853112,False,False,False,False
1269,0.0864841962453845,False,False,False,False
1270,0.9378264549749828,False,False,False,False
1271,0.22324873672430023,True,False,False,False
1272,0.5748719296230336,False,False,False,False
1273,0.9192220993690502,False,False,False,False
1274,0.16284725306477077,False,False,False,False
1275,0.8891976853146673,False,False,False,False
1276,0.6999810218222613,False,False,False,False
1277,0.5587935837241681,False,False,False,False
1278,0.2547283501174674,False,False,False,False
1279,0.9152772055266487,False,False,False,False
1280,0.339662463804297,False,False,False,False
1281,0.343908195464921,False,False,False,False
1282,0.8973021997540936,False,False,False,False
1283,0.04300325074005107,False,False,False,False
1284,0.9563399400734179,False,False,False,False
1285,0.12083462598579697,False,False,False,False
1286,0.21639956328126553,False,False,False,False
1287,0.44121550461138104,False,False,False,False
1288,0.5626680138319331,False,False,False,False
1289,0.03393953228922031,False,False,False,False
1290,0.14387193297114265,False,False,False,False
1291,0.04336146955635334,False,False,False,False
1292,0.5948048959372615,False,False,False,False
1293,0.12562504555165477,False,False,False,False
1294,0.2038606273295439,False,False,False,False
1295,0.01969435359863425,False,False,False,False
1296,0.05208877496969,False,False,False,False
1297,0.6501305992980432,False,False,False,False
1298,0.4986000383921264,False,False,False,False
1299,0.12727619832903925,False,False,False,False
1300,0.9845780814316246,False,False,False,False
1301,0.17480738623300507,False,False,False,False
1302,0.0621391841338772,False,False,False,False
1303,0.8607190683258941,False,False,False,False
1304,0.4066371380600168,False,False,False,False
1305,0.4050267265009778,False,False,False,False
1306,0.43132702014644964,False,False,False,False
1307,0.7594885969685274,False,False,False,False
1308,0.20447475501396606,False,False,False,False
1309,0.7660334066004131,False,False,False,False
1310,0.31889851884048703,False,False,False,False
1311,0.187858548192681,False,False,False,False
1312,0.09463976824938869,True,False,False,False
1313,0.22079792120893404,False,False,False,False
1314,0.02641389557197634,False,False,False,False
1315,0.7847634492521874,False,False,False,False
1316,0.30125618944626376,False,False,False,False
1317,0.3767546632290131,False,False,False,False
1318,0.3323771350361646,False,False,False,False
1319,0.3502978422487649,False,False,False,False
1320,0.3428758792604123,False,False,False,False
1321,0.17064435938269396,False,False,False,False
1322,0.9635213640591765,False,False,False,False
1323,0.2788802244577302,False,False,False,False
1324,0.7008810101206585,False,False,False,False
1325,0.2149963424200444,False,False,False,False
1326,0.9522859075503184,False,False,False,False
1327,0.3341300405015458,False,False,False,False
1328,0.5295420552850724,False,False,False,False
1329,0.34495183182006595,False,False,False,False
1330,0.5289732369129581,False,False,False,False
1331,0.9296321877242243,False,False,False,False
1332,0.48270364918889697,False,False,False,False
1333,0.03891082077421493,False,False,False,False
1334,0.5399188106009101,False,False,False,False
1335,0.8512590261744171,False,False,False,False
1336,0.5846388341341655,False,False,False,False
1337,0.8135253114345706,False,False,False,False
1338,0.2344183019424806,False,False,False,False
1339,0.6786456021965513,False,False,False,False
1340,0.014094645461855793,False,False,False,False
1341,0.5057582783213294,False,False,False,False
1342,0.49078454411194294,False,False,False,False
1343,0.5973945290738407,False,False,False,False
1344,0.7367056884822203,False,False,False,False
1345,0.4086693773667128,False,False,False,False
1346,0.7218363322336134,False,False,False,False
1347,0.5419462321933647,False,False,False,False
1348,0.5736406687957091,False,False,False,False
1349,0.18275333843853414,False,False,False,False
1350,0.11483467443194895,False,False,False,False
1351,0.2835207665992292,False,False,False,False
1352,0.6253581404346699,False,False,False,False
1353,0.8901625575970753,False,False,False,False
1354,0.045005387398110996,False,False,False,False
1355,0.07112953582559234,False,False,False,False
1356,0.1933853598265559,False,False,False,False
1357,0.9492528141058286,False,False,False,False
1358,0.882175070328948,False,False,False,False
1359,0.985045875685218,False,False,False,False
1360,0.30845962249775016,False,False,False,False
1361,0.005322982040420254,False,False,False,False
1362,0.9654159534817355,False,False,False,False
1363,0.8819525217561553,False,False,False,False
1364,0.2991390910521107,False,False,False,False
1365,0.046561151728786276,False,False,False,False
1366,0.5102872691763625,False,False,False,False
1367,0.29608791865459794,False,False,False,False
1368,0.8567307201019734,False,False,False,False
1369,0.42430436728255916,False,False,False,False
1370,0.17723550124927256,False,False,False,False
1371,0.25840840856731295,False,False,False,False
1372,0.1499421769268947,False,False,False,False
1373,0.5771374404509629,False,False,False,False
1374,0.4482073282568715,False,False,False,False
1375,0.8182540246538645,False,False,False,False
1376,0.7530732736205097,False,False,False,False
1377,0.3479007757565923,False,False,False,False
1378,0.9275048596250496,False,False,False,False
1379,0.07893967570320448,False,False,False,False
1380,0.22884650080776792,False,False,False,False
1381,0.03994192508646921,False,False,False,False
1382,0.6306465259503202,False,False,False,False
1383,0.338591443210814,False,False,False,False
1384,0.8803548820128152,False,False,False,False
1385,0.7046385189301544,False,False,False,False
1386,0.5847527028049366,False,False,False,False
1387,0.6608681959247994,False,False,False,False
1388,0.9204004729600596,False,False,False,False
1389,0.46560851000693315,False,False,False,False
1390,0.23771437537097728,False,False,False,False
1391,0.4079245943813421,False,False,False,False
1392,0.4032413203447017,False,False,False,False
1393,0.9997148510628928,False,False,False,False
1394,0.6143861065351858,False,False,False,False
1395,0.908608246555642,False,False,False,False
1396,0.32784203885344165,False,False,False,False
1397,0.7924251003351785,False,False,False,False
1398,0.39363045683202824,False,False,False,False
1399,0.714640161179027,False,False,False,False
1400,0.8136680766135487,False,False,False,False
1401,0.07745257775410486,False,False,False,False
1402,0.2775111194340152,False,False,False,False
1403,0.5093898836159924,False,False,False,False
1404,0.5127320643001113,False,False,False,False
1405,0.39995123106749086,False,False,False,False
1406,0.5830142662212422,False,False,False,False
1407,0.8528908846746432,False,False,False,False
1408,0.8184989038768744,False,False,False,False
1409,0.8972836675331015,False,False,False,False
1410,0.05944798210601954,False,False,False,False
1411,0.18414018669340915,False,False,False,False
1412,0.2988033614579789,False,False,False,False
1413,0.5289969311173601,False,False,False,False
1414,0.04869847231385127,False,False,False,False
1415,0.9834170759929376,False,False,False,False
1416,0.6559021196637528,False,False,False,False
1417,0.25730476499136434,False,False,False,False
1418,0.3555190186352464,False,False,False,False
1419,0.26733271445757245,False,False,False,False
1420,0.6867539585414576,False,False,False,False
1421,9.413156321732168e-05,False,False,False,False
1422,0.19954199289949037,False,False,False,False
1423,0.27816228389226805,False,False,False,False
1424,0.16687111950842504,False,False,False,False
1425,0.012051863015925202,False,False,False,False
1426,0.7728257144974784,False,False,False,False
1427,0.33971705416207676,False,False,False,False
1428,0.06434898217492935,False,False,False,False
1429,0.45523034765115733,False,False,False,False
1430,0.6366702799163061,False,False,False,False
1431,0.7519069747402168,False,False,False,False
1432,0.9744420389841034,False,False,False,False
1433,0.5699338186415264,False,False,False,False
1434,0.08485844355493433,False,False,False,False
1435,0.2376583633605973,False,False,False,False
1436,0.41528141373879146,False,False,False,False
1437,0.1323852912543504,False,False,False,False
1438,0.9063131903327911,False,False,False,False
1439,0.8794234089116586,False,False,False,False
1440,0.5409436208543885,False,False,False,False
1441,0.5470162282063336,False,False,False,False
1442,0.8146384431178827,False,False,False,False
1443,0.9529465140248118,False,False,False,False
1444,0.6325823773952418,False,False,False,False
1445,0.8700258808571377,False,False,False,False
1446,0.8420701517722398,False,False,False,False
1447,0.05891533933580351,False,False,False,False
1448,0.1123451190582464,False,False,False,False
1449,0.020368473684377664,False,False,False,False
1450,0.3851677373559692,False,False,False,False
1451,0.31943663953678614,False,False,False,False
1452,0.9679067314833601,False,False,False,False
1453,0.04849458227196646,False,False,False,False
1454,0.916659960195734,False,False,False,False
1455,0.8638249502637549,False,False,False,False
1456,0.662162943958549,False,False,False,False
1457,0.4313596028715073,False,False,False,False
1458,0.6395825644220379,False,False,False,False
1459,0.40594439748796973,False,False,False,False
1460,0.6897519659404748,False,False,False,False
1461,0.0584143795546187,False,False,False,False
1462,0.9166802844993672,False,False,False,False
1463,0.2768032873910471,False,False,False,False
1464,0.5191407841611407,False,False,False,False
1465,0.9804289125051184,False,False,False,False
1466,0.569554036216842,False,False,False,False
1467,0.3833427934105079,False,False,False,False
1468,0.15748286897568398,False,False,False,False
1469,0.29638748879301235,False,False,False,False
1470,0.004003162442779096,False,False,False,False
1471,0.727873713022602,False,False,False,False
1472,0.2561162677146215,False,False,False,False
1473,0.4446880280107457,False,False,False,False
1474,0.5362355350220966,False,False,False,False
1475,0.25672176153516624,False,False,False,False
1476,0.9019166628522043,False,False,False,False
1477,0.8790968791913134,False,False,False,False
1478,0.3763594734808262,False,False,False,False
1479,0.18936349167285382,False,False,False,False
1480,0.04018157262847033,False,False,False,False
1481,0.19977565166005762,False,False,False,False
1482,0.8633361740209837,False,False,False,False
1483,0.6982422739891901,False,False,False,False
1484,0.7000101540674241,False,False,False,False
1485,0.04866745484083501,False,False,False,False
1486,0.41062115878431593,False,False,False,False
1487,0.5236271695446845,False,False,False,False
1488,0.42498170222128084,False,False,False,False
1489,0.038920530786573426,False,False,False,False
1490,0.04606490010219111,False,False,False,False
1491,0.8455446425540043,False,False,False,False
1492,0.029607289128613212,False,False,False,False
1493,0.5935155924421922,False,False,False,False
1494,0.5067639396702327,False,False,False,False
1495,0.4724686775644882,False,False,False,False
1496,0.2121672992161523,False,False,False,False
1497,0.14036100145675845,False,False,False,False
1498,0.5264600906350138,False,False,False,False
1499,0.5163894235281747,False,False,False,False
1500,0.6059251776477277,False,False,False,False
1501,0.0975152389971814,False,False,False,False
1502,0.7551642044967515,False,False,False,False
1503,0.5538191416540592,False,False,False,False
1504,0.24869038078786498,False,False,False,False
1505,0.8262919241943578,False,False,False,False
1506,0.5673386668454581,False,False,False,False
1507,0.8568481776036609,False,False,False,False
1508,0.4255928538941792,False,False,False,False
1509,0.741690365045119,False,False,False,False
1510,0.9928300649070293,False,False,False,False
1511,0.08599897163495285,False,False,False,False
1512,0.5687411959528937,False,False,False,False
1513,0.4630266320888651,False,False,False,False
1514,0.4716401906243787,False,False,False,False
1515,0.3618126105533904,False,False,False,False
1516,0.25593908188074377,False,False,False,False
1517,0.6267730756752141,False,False,False,False
1518,0.63925034035617,False,False,False,False
1519,0.7251156888229772,False,False,False,False
1520,0.38073236121714504,False,False,False,False
1521,0.9355508567393197,False,False,False,False
1522,0.9767617378164721,False,False,False,False
1523,0.712541561945122,False,False,False,False
1524,0.3017692985194961,False,False,False,False
1525,0.8920395160337483,False,False,False,False
1526,0.21664553556433597,False,False,False,False
1527,0.4939211061575146,False,False,False,False
1528,0.26882721888849126,False,False,False,False
1529,0.19695466966549147,False,False,False,False
1530,0.23686060312728807,False,False,False,False
1531,0.7310298731484106,False,False,False,False
1532,0.5526715645974142,False,False,False,False
1533,0.3499992327079726,False,False,False,False
1534,0.19687100856436723,False,False,False,False
1535,0.6673440238039473,False,False,False,False
1536,0.18894575046218876,False,False,False,False
1537,0.5923976724918149,False,False,False,False
1538,0.5906340778251248,False,False,False,False
1539,0.31458156903584256,False,False,False,False
1540,0.6317430362149195,False,False,False,False
1541,0.24587558700505863,False,False,False,False
1542,0.13245139814420437,False,False,False,False
1543,0.1099025116483856,False,False,False,False
1544,0.31704156290945307,False,False,False,False
1545,0.9796216811242879,False,False,False,False
1546,0.8262629151275427,False,False,False,False
1547,0.6677972373447831,False,False,False,False
1548,0.8763947507508792,False,False,False,False
1549,0.1864832947558639,False,False,False,False
1550,0.905547048435459,False,False,False,False
1551,0.023222555157042524,False,False,False,False
1552,0.5540361435390494,False,False,False,False
1553,0.2233225881619405,False,False,False,False
1554,0.49122955123669054,False,False,False,False
1555,0.2592920093561464,False,False,False,False
1556,0.8811653206259396,False,False,False,False
1557,0.1954865095820041,False,False,False,False
1558,0.5614935332701865,False,False,False,False
1559,0.9615332425411374,False,False,False,False
1560,0.624362245117227,False,False,False,False
1561,0.2487595236636393,False,False,False,False
1562,0.487794134917517,False,False,False,False
1563,0.19904986228508958,False,False,False,False
1564,0.9368131505337792,False,False,False,False
1565,0.9228643629251906,False,False,False,False
1566,0.6177889085055832,False,False,False,False
1567,0.3769171484555517,False,False,False,False
1568,0.2540845784245549,False,False,False,False
1569,0.16218377829604358,False,False,False,False
1570,0.8866821059184681,False,False,False,False
1571,0.030817834567939406,False,False,False,False
1572,0.11321728300705158,False,False,False,False
1573,0.005575236130645522,False,False,False,False
1574,0.0016607076748005323,False,False,False,False
1575,0.8634337560558708,False,False,False,False
1576,0.6849364371235602,False,False,False,False
1577,0.5204574437672277,False,False,False,False
1578,0.5206724024715378,False,False,False,False
1579,0.8141311607656276,False,False,False,False
1580,0.09807982709093244,False,False,False,False
1581,0.13368052355173354,False,False,False,False
1582,0.17666698132716163,False,False,False,False
1583,0.6852146193661329,False,False,False,False
1584,0.3876778482082255,False,False,False,False
1585,0.6316285421713178,False,False,False,False
1586,0.16285655124270249,False,False,False,False
1587,0.6595903568712186,False,False,False,False
1588,0.026671999646260325,False,False,False,False
1589,0.011016667384228462,False,False,False,False
1590,0.4032735829303441,False,False,False,False
1591,0.05454351562116466,False,False,False,False
1592,0.6845269785858117,False,False,False,False
1593,0.4065022037671103,False,False,False,False
1594,0.49692153225144653,False,False,False,False
1595,0.394996310172563,False,False,False,False
1596,0.25243629054958727,False,False,False,False
1597,0.5099889295118646,False,False,False,False
1598,0.9813719102148061,False,False,False,False
1599,0.8403413780135583,False,False,False,False
1600,0.42907511598681936,False,False,False,False
1601,0.06527723447865985,False,False,False,False
1602,0.4274291908485037,False,False,False,False
1603,0.31159905487555684,False,False,False,False
1604,0.8841457113668172,False,False,False,False
1605,0.8397876238561816,False,False,False,False
1606,0.40026855214859236,False,False,False,False
1607,0.3050648164613915,False,False,False,False
1608,0.16304853449132928,False,False,False,False
1609,0.9584291809009724,False,False,False,False
1610,0.0538254024416116,False,False,False,False
1611,0.8356332590533245,False,False,False,False
1612,0.8500547311229465,False,False,False,False
1613,0.3422690742880228,False,False,False,False
1614,0.7910010861616403,False,False,False,False
1615,0.05653690217207863,False,False,False,False
1616,0.4112807526208263,False,False,False,False
1617,0.009334573220024955,False,False,False,False
1618,0.5365680135770893,False,False,False,False
1619,0.7700925389590887,False,False,False,False
1620,0.5308503942878144,False,False,False,False
1621,0.06397254240827333,False,False,False,False
1622,0.5780172158075422,False,False,False,False
1623,0.4085166701358547,False,False,False,False
1624,0.22453081793151608,False,False,False,False
1625,0.7323184221678151,False,False,False,False
1626,0.5486140593222075,False,False,False,False
1627,0.9317946195529834,False,False,False,False
1628,0.6371084131782386,False,False,False,False
1629,0.8772392627749948,False,False,False,False
1630,0.7404453547781268,False,False,False,False
1631,0.997297276487744,False,False,False,False
1632,0.09358294533837275,False,False,False,False
1633,0.4166694109625484,False,False,False,False
1634,0.893031019536303,False,False,False,False
1635,0.28677421076029486,False,False,False,False
1636,0.9412325567607434,False,False,False,False
1637,0.452870165712018,False,False,False,False
1638,0.854125757780776,False,False,False,False
1639,0.5314138115972438,False,False,False,False
1640,0.5743711704314439,False,False,False,False
1641,0.9449541361107224,False,False,False,False
1642,0.5539811258168594,False,False,False,False
1643,0.5072486324617159,False,False,False,False
1644,0.585068756092854,False,False,False,False
1645,0.6395366324076963,False,False,False,False
1646,0.403520142303317,False,False,False,False
1647,0.05776401459480951,False,False,False,False
1648,0.21917413965322596,False,False,False,False
1649,0.5279798578307084,False,False,False,False
1650,0.059161646497680076,False,False,False,False
1651,0.08770901191076841,False,False,False,False
1652,0.6604522384933692,False,False,False,False
1653,0.000571056403172232,False,False,False,False
1654,0.7896515154818492,False,False,False,False
1655,0.8641368291927248,False,False,False,False
1656,0.18380812387850054,False,False,False,False
1657,0.10582075270452329,False,False,False,False
1658,0.9006451830624952,False,False,False,False
1659,0.3878640250826205,False,False,False,False
1660,0.567358973857489,False,False,False,False
1661,0.8680172944325221,False,False,False,False
1662,0.48431558868548197,False,False,False,False
1663,0.7019628883735499,False,False,False,False
1664,0.13647055404451092,False,False,False,False
1665,0.15074416627609355,False,False,False,False
1666,0.9238750391204216,False,False,False,False
1667,0.28390843786403896,False,False,False,False
1668,0.3755634102501414,False,False,False,False
1669,0.5827819022109597,False,False,False,False
1670,0.38825869501245125,False,False,False,False
1671,0.118130850279074,False,False,False,False
1672,0.737857181360408,False,False,False,False
1673,0.7092740111422482,False,False,False,False
1674,0.3064803773185799,False,False,False,False
1675,0.7859265338335389,False,False,False,False
1676,0.36088994215583603,False,False,False,False
1677,0.3310221448300942,False,False,False,False
1678,0.8191998792939803,False,False,False,False
1679,0.2138308212779978,False,False,False,False
1680,0.7423326548539464,False,False,False,False
1681,0.9892352490177422,False,False,False,False
1682,0.4112031770488924,False,False,False,False
1683,0.8961220824236303,False,False,False,False
1684,0.2043973670814292,False,False,False,False
1685,0.8842533654753777,False,False,False,False
1686,0.1581017889436298,False,False,False,False
1687,0.37436783362757076,False,False,False,False
1688,0.6300118445763987,False,False,False,False
1689,0.8568372649654253,False,False,False,False
1690,0.9643670083303999,False,False,False,False
1691,0.9129130838821744,False,False,False,False
1692,0.6534813561119106,False,False,False,False
1693,0.2100066078122269,False,False,False,False
1694,0.8018719328635212,False,False,False,False
1695,0.1647061404908643,False,False,False,False
1696,0.9912446281400278,False,False,False,False
1697,0.2639436128014252,False,False,False,False
1698,0.2629140721288442,False,False,False,False
1699,0.4320904235794891,False,False,False,False
1700,0.7774351600174635,False,False,False,False
1701,0.3606174903868148,False,False,False,False
1702,0.47398447302909097,False,False,False,False
1703,0.8107652169822539,False,False,False,False
1704,0.07462963116931176,False,False,False,False
1705,0.1690363465396305,False,False,False,False
1706,0.48550144034292264,False,False,False,False
1707,0.7981682913973093,False,False,False,False
1708,0.424497890691106,False,False,False,False
1709,0.1686448818049786,False,False,False,False
1710,0.030666978464029993,False,False,False,False
1711,0.6973680290593639,False,False,False,False
1712,0.5395003433218426,False,False,False,False
1713,0.50974917331858,False,False,False,False
1714,0.3520506742392382,False,False,False,False
1715,0.3842080032044929,False,False,False,False
1716,0.2852210854938674,False,False,False,False
1717,0.8641386768205322,False,False,False,False
1718,0.3655032982213573,False,False,False,False
1719,0.5075046156100387,False,False,False,False
1720,0.6731654289680367,False,False,False,False
1721,0.5254586519495033,False,False,False,False
1722,0.7125758643493314,False,False,False,False
1723,0.7234313683772865,False,False,False,False
1724,0.8516418262967486,False,False,False,False
1725,0.12275793241148603,False,False,False,False
1726,0.3940840894152582,False,False,False,False
1727,0.590369207184066,False,False,False,False
1728,0.5101662932977671,False,False,False,False
1729,0.5115311366376475,False,False,False,False
1730,0.819762079217929,False,False,False,False
1731,0.24954817593872036,False,False,False,False
1732,0.7358211368367569,False,False,False,False
1733,0.3058372404125671,False,False,False,False
1734,0.8435883847625412,False,False,False,False
1735,0.45104650018525505,False,False,False,False
1736,0.9914862967950905,False,False,False,False
1737,0.9245925533186489,False,False,False,False
1738,0.071587302151916,False,False,False,False
1739,0.3839518134771782,False,False,False,False
1740,0.9949227306534987,False,False,False,False
1741,0.2746481426175279,False,False,False,False
1742,0.7938826862551621,False,False,False,False
1743,0.6934422180978762,False,False,False,False
1744,0.07156450006195181,False,False,False,False
1745,0.39635983396242025,False,False,False,False
1746,0.4573383331533264,False,False,False,False
1747,0.3032998748865573,False,False,False,False
1748,0.27936559294849683,False,False,False,False
1749,0.6034244543333215,False,False,False,False
1750,0.27422982239037075,False,False,False,False
1751,0.5489812739351246,False,False,False,False
1752,0.3019273914424916,False,False,False,False
1753,0.7870701269273584,False,False,False,False
1754,0.4565473229940522,False,False,False,False
1755,0.6857433454559454,False,False,False,False
1756,0.6384675277647406,False,False,False,False
1757,0.14778337254219165,False,False,False,False
1758,0.44697400232644147,False,False,False,False
1759,0.20627290340534576,False,False,False,False
1760,0.7090436302344373,False,False,False,False
1761,0.5362004131113752,False,False,False,False
1762,0.4346042841186101,False,False,False,False
1763,0.4220192622398897,False,False,False,False
1764,0.002439280405267419,False,False,False,False
1765,0.3679228300368189,False,False,False,False
1766,0.10768912229586136,False,False,False,False
1767,0.667094759555663,False,False,False,False
1768,0.5087608822191797,False,False,False,False
1769,0.4331212074863131,False,False,False,False
1770,0.7346210919351616,False,False,False,False
1771,0.37044959119794796,False,False,False,False
1772,0.9324140636453325,False,False,False,False
1773,0.022800247574969457,True,False,False,False
1774,0.7467304458807168,False,False,False,False
1775,0.3438198844008101,False,False,False,False
1776,0.45087327310022907,False,False,False,False
1777,0.24131433797752877,False,False,False,False
1778,0.03875133152842947,False,False,False,False
1779,0.6800476495692706,False,False,False,False
1780,0.8266672213770541,False,False,False,False
1781,0.2584934739014305,False,False,False,False
1782,0.5024129936309384,False,False,False,False
1783,0.3350467313247577,False,False,False,False
1784,0.9970690110762436,False,False,False,False
1785,0.8519956094194782,False,False,False,False
1786,0.4893591966233879,False,False,False,False
1787,0.9097975765175444,False,False,False,False
1788,0.88973098785485,False,False,False,False
1789,0.6555941353552872,False,False,False,False
1790,0.7585195298352101,False,False,False,False
1791,0.6674289755844626,False,False,False,False
1792,0.35839673430580155,False,False,False,False
1793,0.9766640782165892,False,False,False,False
1794,0.0009924640506289162,False,False,False,False
1795,0.5290106000735676,False,False,False,False
1796,0.749352861699006,False,False,False,False
1797,0.9869445812038946,False,False,False,False
1798,0.09550413073219455,False,False,False,False
1799,0.6605677932075106,False,False,False,False
1800,0.4366674893388395,False,False,False,False
1801,0.3278809207797838,False,False,False,False
1802,0.15907175482750224,False,False,False,False
1803,0.25330760070564373,False,False,False,False
1804,0.0931093308585309,False,False,False,False
1805,0.5392759822535824,False,False,False,False
1806,0.3948408927006323,False,False,False,False
1807,0.3966725989250772,False,False,False,False
1808,0.41004878691499425,False,False,False,False
1809,0.015396654960569855,False,False,False,False
1810,0.9262833210715731,False,False,False,False
1811,0.7479901289524469,False,False,False,False
1812,0.9282386481121652,False,False,False,False
1813,0.557598591125455,False,False,False,False
1814,0.6014356759793872,False,False,False,False
1815,0.3985066234742124,False,False,False,False
1816,0.23111294422685436,False,False,False,False
1817,0.834747923167292,False,False,False,False
1818,0.6039759467582875,False,False,False,False
1819,0.997691305959671,False,False,False,False
1820,0.18290318398668237,False,False,False,False
1821,0.2790098034141264,False,False,False,False
1822,0.7168901891589956,False,False,False,False
1823,0.507708843533124,False,False,False,False
1824,0.5266309332452249,False,False,False,False
1825,0.9997653369143439,False,False,False,False
1826,0.15451470815614743,False,False,False,False
1827,0.5472469988093639,False,False,False,False
1828,0.46451286875006825,False,False,False,False
1829,0.9585152939754523,False,False,False,False
1830,0.22682343836883356,False,False,False,False
1831,0.15949307176085614,False,False,False,False
1832,0.9713590240855083,False,False,False,False
1833,0.04233945060917599,False,False,False,False
1834,0.20155592767134045,False,False,False,False
1835,0.03622233104530359,False,False,False,False
1836,0.24440304347804775,False,False,False,False
1837,0.8109629022399218,False,False,False,False
1838,0.5234238478448924,False,False,False,False
1839,0.26808510482055103,False,False,False,False
1840,0.5786092968125244,False,False,False,False
1841,0.7302902679829161,False,False,False,False
1842,0.028999503204469423,False,False,False,False
1843,0.8668420624138758,False,False,False,False
1844,0.617347099925686,False,False,False,False
1845,0.9520316985532247,False,False,False,False
1846,0.12829142437711005,False,False,False,False
1847,0.22168249022254083,False,False,False,False
1848,0.6008581214567726,False,False,False,False
1849,0.3213054528851047,False,False,False,False
1850,0.11236987409269117,False,False,False,False
1851,0.8696842957069654,False,False,False,False
1852,0.8902639618236188,False,False,False,False
1853,0.21183446145851137,False,False,False,False
1854,0.9468697515382334,False,False,False,False
1855,0.31839911782845964,False,False,False,False
1856,0.9425684003143379,False,False,False,False
1857,0.05830274168906602,False,False,False,False
1858,0.6325712197859872,False,False,False,False
1859,0.1670382074412864,False,False,False,False
1860,0.3436710812847671,False,False,False,False
1861,0.4739342140923939,False,False,False,False
1862,0.4247769248154559,False,False,False,False
1863,0.22394566559395823,False,False,False,False
1864,0.36270635917989036,False,False,False,False
1865,0.34414107806334804,False,False,False,False
1866,0.9329007824132532,False,False,False,False
1867,0.5083527384469421,False,False,False,False
1868,0.2999664324968345,False,False,False,False
1869,0.5319484559520623,False,False,False,False
1870,0.03886563553588818,False,False,False,False
1871,0.7429063098580823,False,False,False,False
1872,0.364192017772054,False,False,False,False
1873,0.45389688207629975,False,False,False,False
1874,0.6911071795694699,False,False,False,False
1875,0.9123379293506373,False,False,False,False
1876,0.7875555848632168,False,False,False,False
1877,0.7683172348427827,False,False,False,False
1878,0.46840531961567333,False,False,False,False
1879,0.49655881704361604,False,False,False,False
1880,0.4833350132161367,False,False,False,False
1881,0.4906079155118719,False,False,False,False
1882,0.7650244051780429,False,False,False,False
1883,0.6353342430475842,False,False,False,False
1884,0.7104994966484048,False,False,False,False
1885,0.6057797124538936,False,False,False,False
1886,0.5336105190679049,False,False,False,False
1887,0.2919435079514323,False,False,False,False
1888,0.9248084293120271,False,False,False,False
1889,0.6507798355741427,False,False,False,False
1890,0.12710633043212105,False,False,False,False
1891,0.5094746851292544,False,False,False,False
1892,0.1792683081577391,False,False,False,False
1893,0.8344040447135034,False,False,False,False
1894,0.32717085847590577,False,False,False,False
1895,0.5748690420277343,False,False,False,False
1896,0.9623798836359191,False,False,False,False
1897,0.29455607496639935,False,False,False,False
1898,0.9522497158456833,False,False,False,False
1899,0.047124916595572386,False,False,False,False
1900,0.9289300171263591,False,False,False,False
1901,0.22988748454639696,True,False,False,False
1902,0.43509706000303794,False,False,False,False
1903,0.37400350811964034,False,False,False,False
1904,0.07130453418484539,False,False,False,False
1905,0.31389336980198923,False,False,False,False
1906,0.27807554578125737,False,False,False,False
1907,0.4281671914067853,False,False,False,False
1908,0.38191888391834206,False,False,False,False
1909,0.013847645973967926,False,False,False,False
1910,0.13110869302621986,False,False,False,False
1911,0.1396236541791207,False,False,False,False
1912,0.5968885557955282,False,False,False,False
1913,0.2868355546801522,False,False,False,False
1914,0.5917374244576918,False,False,False,False
1915,0.2216971483768232,False,False,False,False
1916,0.9718038186467113,False,False,False,False
1917,0.5715697845067188,False,False,False,False
1918,0.7580017651333465,False,False,False,False
1919,0.7156743093138368,False,False,False,False
1920,0.3686231538668159,False,False,False,False
1921,0.8438049930951695,False,False,False,False
1922,0.24359674535860742,False,False,False,False
1923,0.6571697584241699,False,False,False,False
1924,0.23224615799246995,False,False,False,False
1925,0.21227713884074295,False,False,False,False
1926,0.9558605341889254,False,False,False,False
1927,0.37838760125240145,False,False,False,False
1928,0.7528858036578309,False,False,False,False
1929,0.662688239103272,False,False,False,False
1930,0.5886526519923097,False,False,False,False
1931,0.43232529586910806,False,False,False,False
1932,0.5557121327413967,False,False,False,False
1933,0.2878302964393745,False,False,False,False
1934,0.3704597060348689,False,False,False,False
1935,0.14593568678170066,False,False,False,False
1936,0.4419771380854074,False,False,False,False
1937,0.2832469332501141,False,False,False,False
1938,0.3942758691671191,False,False,False,False
1939,0.08350091542592819,False,False,False,False
1940,0.9249624727069454,False,False,False,False
1941,0.3231282061454709,False,False,False,False
1942,0.008617257133752054,False,False,False,False
1943,0.6984285545788399,False,False,False,False
1944,0.2899057070967094,False,False,False,False
